DR3Name,RA_ICRS,DE_ICRS,SolID,Source,RandomI,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,NewMatchObs,MatchObsrm,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,SDSk1,SDSk2,SDSk3,SDSk4,SDMk1,SDMk2,SDMk3,SDMk4,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,Vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,GLON,GLAT,ELON,ELAT,QSO,Gal,NSS,XPcont,XPsamp,RVS,EpochPh,EpochRV,MCMCGSP,MCMCMSC,And,PQSO,PGal,PSS,Teff,b_Teff,B_Teff,logg,b_logg,B_logg,[Fe/H],b_[Fe/H],B_[Fe/H],Dist,b_Dist,B_Dist,A0,b_A0,B_A0,AG,b_AG,B_AG,E(BP-RP),b_E(BP-RP),B_E(BP-RP),Lib,HIP,dHIP,nHIP,f_HIP,PS1coid,PS1,dPS1,nPS1,mPS1,f_PS1,SDSS13coid,SDSS13,dSDSS13,nSDSS13,mSDSS13,f_SDSS13,SKYM2,dSKYM2,nSKYM2,mSKYM2,f_SKYM2,TYC2,dTYC2,f_TYC2,TYC2moid,nTYC2,URAT1,dURAT1,f_URAT1,URAT1oid,nURAT1,mURAT1,AllWISE,dAllWISE,f_AllWISE,AllWISEoid,nAllWISE,mAllWISE,APASS9coid,APASS9,dAPASS9,nAPASS9,mAPASS9,f_APASS9,GSC23,dGSC23,f_GSC23,GSC23coid,nGSC23,mGSC23,RAVE5,dRAVE5,f_RAVE5,RAVE5coid,nRAVE5,2MASS,d2MASS,f_2MASS,2MASScoid,n2MASS,m2MASS,RAVE6,dRAVE6,f_RAVE6,RAVE6oid,nRAVE6,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000
"Gaia DR3 6832661745183028992",319.16830511677,-19.58797077318,1636148068921376768,6832661745183028992,412124063,0.1231,0.1037,4.0001,0.1404,28.4878,33.321,28.42,0.155,17.395,0.152,0.6436,0.306,-0.3736,-0.3056,0.3071,-0.342,-0.6101,-0.424,-0.2044,0.5171,485,0,478,7,0.6638,518.77423,0.0,0.0,31,0,1.266,,,,,,,,56,17,0.277878,61,32,0,0.026518459,41.56782,0,0,1.021,0.29952765,0.63960046,0.37748036,0.2747475,154.441,-28.24,35.053,-40.364,0,512,1043.50695,1.2361063,844.1887,18.141129,0.003041,56,192.7278128472059,6.119892,31.492027,19.62618,0.034589,54,1305.326387382839,8.468364,154.14151,16.958597,0.007994,1.436,0,3,0,2,0,2.667584,1.485052,1.182531,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",29.61557202334,-40.49390057995,315.58132960042,-3.58669319707,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.99885,3391.4,3368.6,3410.9,4.9495,4.8393,4.9889,-0.5217,-0.6802,-0.4189,250.5493,240.2592,262.0519,0.8434,0.8068,0.8877,0.5465,0.5224,0.5757,0.3434,0.3283,0.361,"MARCS  ",,,,,419843071,84493191682324753,0.056329,1,0,40,,,,,,,3347746,0.142774,1,0,8,,,,,,,,,,,,"J211640.35-193516.8",0.349774,8,267523021,1,0,,,,,,,"SC6G009004",0.44882,8,401619626,1,0,,,,,,"21164036-1935169 ",0.106568,8,224712667,1,0,,,,,,319.16817104602,-19.58804808524,2.535795,2.503641,0.5237
"Gaia DR3 4206296154301050624",286.42525319865,-5.58469146941,1636148068921376768,4206296154301050624,976230033,0.896,0.8344,4.0001,0.8931,4.4788,10.714,-5.775,1.064,-9.024,1.161,0.7167,0.6635,-0.7066,-0.6822,0.3958,-0.5861,-0.5733,-0.6744,-0.6781,0.8067,114,0,114,0,1.9772,146.99852,1.338,1.1964365,95,0,,1.3166,0.2001,0.401,0.514,0.366,-0.456,-0.375,13,9,2.295926,14,6,0,0.16162002,176.35393,0,71,1.134,0.31964526,0.5058001,0.28249326,0.91823053,-66.11,-47.63,-46.944,41.331,0,112,179.37337,1.7854366,100.46471,20.052973,0.011153,0,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",29.56804665682,-5.70833114302,287.103613399,16.88464980683,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.4252789884,-5.58465136078,17.668813,19.067669,0.8173
"Gaia DR3 2564270783392676992",19.74170049447,5.30789475206,1636148068921376768,2564270783392676992,1691708111,0.0216,0.0146,4.0001,0.0229,174.506,72.216,68.197,0.033,-23.757,0.023,0.5666,-0.2558,-0.2019,0.3052,-0.0564,0.2457,0.1549,0.1348,0.0203,0.4113,441,0,440,1,0.0678,428.7848,0.0,0.0,31,1,1.41,,,,,,,,52,13,0.048364,58,44,0,0.04641737,80.88404,0,0,1.002,0.5951835,0.7231554,0.48496804,0.54181737,148.607,-33.283,24.976,-41.793,0,478,38489.73453,7.587381,5072.862,14.224005,0.002764,55,14345.619827967468,10.522128,1363.3762,14.946744,0.002902,50,34614.10215202632,20.73855,1669.0704,13.399763,0.003835,1.272,0,2,0,0,0,1.546981,0.722739,0.824242,-7.86,1.98,2,28,2,11,10.594506,,,870.207,,4500.0,4.0,0.75,111,,,,13.027796,0.034134,26,,"NOT_AVAILABLE",135.54785561426,-56.88801737736,20.23003580192,-2.80351105958,0,0,0,1,1,0,0,0,0,1,0,0.0,0.0,0.99982,,,,,,,,,,,,,,,,,,,,,,,,,,,1076877627,114360197415589968,0.169628,1,0,40,118999800,1237678662506381315,0.055506,1,0,8,,,,,,,,,,,"URAT1-477004656",0.020059,8,44757914,1,0,"J011857.97+051828.5",0.089561,8,416529393,1,0,35653552,16888528,0.16771,1,0,8,"NBRE000169",0.141858,8,578383319,1,0,,,,,,"01185792+0518286 ",0.202051,8,309362618,1,0,,,,,,19.74139609317,5.30800033942,0.529139,0.364758,0.3884
"Gaia DR3 5247601217039142272",142.69324950236,-66.33034632573,1636148068921376768,5247601217039142272,726071711,0.2514,0.2255,4.0001,0.2495,16.0331,53.259,-37.973,0.327,37.345,0.299,-0.0502,-0.0913,-0.2277,0.0567,0.1061,0.0653,-0.2218,0.1522,-0.0287,-0.0545,404,0,402,2,0.6994,481.24796,0.748,0.84128445,95,0,,1.1049,0.0767,-0.011,0.023,0.085,-0.135,-0.052,47,29,0.462027,52,52,0,0.0122995805,147.10077,0,0,1.024,0.1309877,0.01663992,0.04660971,0.106993444,-117.871,-33.967,-50.856,39.869,0,412,266.84836,0.8111218,328.9868,19.621706,0.004299,36,39.20445855046786,3.980948,9.848021,21.355204,0.110284,43,368.83376890640733,7.9260592,46.53432,18.330818,0.023636,1.529,0,0,0,1,0,3.024386,1.733498,1.290888,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",284.63576700785,-10.88003348091,203.83516931678,-69.5678245177,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457384289,0.166356,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,"S4PM038229",0.218796,8,52586213,1,0,,,,,,"09304653-6619500 ",0.344388,8,19620554,1,0,,,,,,142.69366988633,-66.33051230271,5.291865,4.837925,-0.059
"Gaia DR3 6049442538562301952",246.2588229454,-23.50686913072,1636148068921376768,6049442538562301952,1724353505,1.772,0.9587,4.0001,1.8752,2.1331,27.384,-9.766,2.594,-25.584,1.764,-0.3794,-0.5322,0.3647,0.0223,0.3032,-0.012,0.5584,-0.1444,-0.0305,-0.1063,242,0,240,2,1.5824,321.19247,3.6,4.2916393,95,0,,1.0386,0.2244,0.201,0.04,-0.172,-0.009,-0.043,28,12,3.682556,30,3,1,0.031858645,150.66904,0,0,1.073,0.11754172,0.64842266,0.3821968,0.29973686,18.911,17.312,14.196,29.787,0,240,92.5982,0.8729576,106.07411,20.77086,0.0106,16,36.312242743466065,7.5804915,4.7902226,21.43841,0.226674,24,184.42028045355264,6.9431534,26.561459,19.083374,0.041051,2.384,0,0,0,0,0,2.355036,0.667549,1.687487,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",353.55145669678,17.74199758648,248.3223730046,-1.83655857399,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0E-6,0.999995,,,,,,,,,,,,,,,,,,,,,,,,,,,287344231,79792462588302121,0.086211,1,0,8,,,,,,,170777211,0.089739,1,0,8,,,,,,,,,,,,"J162502.11-233024.6",0.091862,8,243975552,1,0,,,,,,,,,,,,,,,,,,"16250213-2330243 ",0.135823,8,208419389,1,0,,,,,,246.25887027591,-23.50675542438,40.887694,27.692566,-0.111
"Gaia DR3 4043368391010731904",269.49497926538,-32.41676987097,1636148068921376768,4043368391010731904,569361412,0.6033,0.5447,4.0001,0.8444,4.7373,14.139,-7.664,0.752,-11.881,0.519,0.0358,0.0907,-0.2143,0.026,-0.5274,0.1455,-0.7196,-0.4114,0.4693,-0.0225,320,0,316,4,26.5204,2452.2358,4.966,87.9312,95,0,,0.8705,0.1391,-0.086,0.078,-0.055,0.131,-0.224,36,16,1.107499,37,23,1,0.2617704,9.866731,23,0,2.235,0.34541976,0.47010103,0.26861665,0.4049178,-160.558,-6.675,-53.262,-35.186,0,324,570.61127,3.4619856,164.82196,18.796516,0.00714,23,364.0658584646057,22.26567,16.350994,18.935593,0.06646,24,1010.3000601059244,52.176884,19.362982,17.236769,0.0562,2.409,0,23,0,24,0,1.698824,0.139076,1.559748,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",358.35604876989,-4.05885486636,269.56840251874,-8.97824562687,0,0,0,0,0,0,0,0,0,0,0,0.0,3.7E-5,0.99993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.4950196158,-32.41671706517,12.175347,8.698803,-0.0313
"Gaia DR3 5992460009195937408",244.38802812955,-42.71915441588,1636148068921376768,5992460009195937408,408681750,0.4477,0.3084,4.0001,0.3878,10.3141,5.014,-3.675,0.461,-3.411,0.403,-0.5647,0.1056,0.1504,-0.772,-2.0E-4,-0.709,0.6552,-0.1117,0.0044,-0.4714,423,0,421,2,25.5044,1873.3184,2.107,33.68426,95,0,,1.2621,0.0566,0.025,0.143,-0.031,-0.114,0.168,50,15,0.813836,55,55,0,0.042431787,105.6226,31,0,2.004,0.3437186,0.54082006,0.5116854,0.5155723,53.725,28.856,43.067,-43.349,0,434,858.96127,2.3234565,369.69113,18.352432,0.004027,48,337.946318554661,10.427105,32.41037,19.016422,0.033616,46,1189.699276591792,14.816234,80.29701,17.059303,0.01404,1.778,0,48,0,46,0,1.957119,0.66399,1.293129,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",338.23846825357,5.5919295175,250.10757193642,-21.03252455431,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339909589,0.349206,1,0,40,,,,,,,,,,,,,,,,,,,,,,,,"S8VU120802",0.559439,8,221410000,1,2,,,,,,"16173313-4243088 ",0.084898,8,125161404,1,0,,,,,,244.38805035924,-42.71913925391,7.315011,6.257587,-0.4076
"Gaia DR3 3010057327515776256",82.58802975562,-11.18741535883,1636148068921376768,3010057327515776256,1190689042,0.0527,0.049,4.0001,0.0722,55.4387,27.87,-21.748,0.069,17.429,0.06,-0.0729,-0.1118,-0.3905,0.0841,-0.2564,0.0311,-0.5964,0.3838,0.205,-0.1406,361,0,360,1,0.5709,387.5026,0.0,0.0,31,0,1.297,,,,,,,,41,21,0.10185,42,22,0,0.0026159266,112.37535,0,0,1.021,0.1795666,0.2201686,0.047089864,0.25857177,-137.729,4.816,-12.549,-36.196,0,359,3223.32526,2.3513696,1370.8289,16.916607,0.002867,36,753.3534302326944,9.094551,82.83569,18.146046,0.013401,34,3732.083960683044,11.228195,332.38504,15.818017,0.004995,1.392,0,0,0,1,0,2.328029,1.229439,1.09859,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",214.03336316617,-23.01441576429,81.17748155524,-34.3999756279,0,0,0,1,0,0,0,0,1,1,0,0.0,0.0,0.996487,3589.7,3584.2,3594.8,4.8822,4.8734,4.8904,-0.4307,-0.4486,-0.4105,240.0799,236.0923,243.6519,0.6832,0.6688,0.6955,0.4597,0.4498,0.4682,0.2744,0.2688,0.2792,"MARCS  ",,,,,668320407,94570825880695446,0.058658,1,0,40,,,,,,,25707486,0.052884,1,0,8,,,,,,,,,,,,"J053021.13-111114.8",0.03729,8,318068662,1,0,,,,,,,"S1QF000728",0.273099,8,466048789,1,0,,,,,,"05302115-1111150 ",0.070671,8,256145124,1,0,,,,,,82.58812828546,-11.18749281991,1.119886,0.99213,-0.1392
"Gaia DR3 5988903879326742400",235.71598441656,-44.83274804005,1636148068921376768,5988903879326742400,1544567222,1.767,1.1094,4.0001,3.2761,1.221,12.032,-10.049,2.819,-6.618,1.866,-0.4198,0.5591,-0.2625,-0.3728,-0.6261,0.0627,0.6605,-0.3825,-0.636,0.0215,111,0,110,1,0.7231,119.54365,1.396,0.28575262,95,0,,0.9841,0.3218,-0.378,0.362,-0.356,-0.039,0.142,13,9,4.143542,14,2,1,0.044039473,118.280945,0,0,1.047,0.20801617,0.59633714,0.3655938,0.052203383,-25.184,9.854,-34.522,30.278,0,112,93.47712,1.4194458,65.85465,20.760603,0.016716,12,94.47762125760687,21.176126,4.461516,20.400219,0.243372,12,147.49226056760256,27.846066,5.2967,19.325972,0.205018,2.589,0,2,0,1,0,1.074247,-0.360384,1.434631,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",332.0906859302,8.11639590676,243.97279641531,-24.44265486871,0,0,0,0,0,0,0,0,0,0,0,0.0,9.5E-5,0.999903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.71604739552,-44.832718628,45.595799,29.139123,0.0336
"Gaia DR3 6749303478009328384",301.80182981635,-30.57019671268,1636148068921376768,6749303478009328384,1791159147,1.0856,0.8145,4.0001,1.3503,2.9623,4.578,-1.946,1.315,-4.144,1.167,0.2491,0.2734,-0.2455,-0.378,-0.1039,-0.2378,-0.1357,-0.272,-0.4509,0.3941,149,0,149,0,-0.8306,132.09279,0.0,0.0,95,0,,1.3718,0.313,0.209,0.216,-0.073,-0.296,-0.274,17,13,2.142725,17,4,1,0.11330937,173.4432,0,0,0.949,0.22152874,0.3738797,0.33295053,0.5890357,-59.716,-16.058,-45.465,29.997,0,149,96.98662,1.0792886,89.86162,20.720587,0.012393,12,37.303967799004965,10.705986,3.484403,21.409155,0.311611,16,126.99091802390102,8.96297,14.168398,19.488464,0.076724,1.694,0,0,0,1,0,1.920691,0.688568,1.232122,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",11.16421976556,-28.72848488354,297.44479159998,-10.11082731884,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999995,,,,,,,,,,,,,,,,,,,,,,,,,,,37072637,71313018018246099,0.010644,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.80183986067,-30.57017829665,21.340025,18.797862,0.4158
"Gaia DR3 4742044396191167488",40.87761610782,-53.14694494806,1636148068921376768,4742044396191167488,523809975,0.052,0.058,4.0001,0.0656,60.9542,88.271,-59.395,0.061,-65.299,0.079,-0.0499,0.0833,-0.1271,-0.1655,-0.011,-0.1357,0.0204,0.207,-0.3193,-0.1402,386,0,382,4,0.913,421.4056,0.0,0.0,31,0,1.279,,,,,,,,44,28,0.112423,61,18,0,0.009909723,93.17742,0,0,1.033,0.16003676,0.10034441,0.1656121,0.13863061,-71.025,74.435,16.335,-30.294,0,516,2161.53813,1.5591296,1386.3749,17.35046,0.002864,58,461.5823512803868,11.297413,40.85735,18.67792,0.02672,57,2672.567557254331,9.109952,293.36792,16.180574,0.00529,1.45,0,3,0,4,0,2.497345,1.327459,1.169886,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",272.02995865608,-56.72960886922,5.27038559494,-62.90849405971,0,0,0,1,0,0,0,0,1,1,0,0.0,0.0,0.999019,3416.7,3412.7,3421.1,4.8758,4.8691,4.8821,-0.0995,-0.1168,-0.0816,259.1381,255.3534,263.0875,0.539,0.5209,0.5583,0.3503,0.3386,0.363,0.2244,0.2171,0.2323,"MARCS  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S2TF011798",0.143978,8,138547928,1,0,,,,,,"02433074-5308478 ",0.117022,8,79547740,1,0,,,,,,40.87805623854,-53.14665472947,0.989795,1.264866,-0.1243
"Gaia DR3 4296673806772697216",298.55270043051,6.07196098191,1636148068921376768,4296673806772697216,125968312,0.5154,0.4369,4.0001,0.7174,5.5756,18.797,11.422,0.723,14.928,0.572,0.6897,0.3107,-0.5087,-0.103,0.2318,-0.2016,-0.0173,-0.363,-0.4615,0.4662,402,0,398,4,0.9721,473.74152,1.323,1.3334069,95,0,,0.9981,0.1122,0.216,0.088,0.329,-0.17,-0.238,46,15,1.166874,48,26,0,0.036997,156.82672,0,0,1.034,0.35889584,0.60919803,0.32258627,0.57865196,146.089,-41.138,11.958,40.358,0,410,164.17228,0.6584302,249.33891,20.149117,0.005153,27,26.17440472761849,3.6837146,7.1054378,21.79385,0.152829,44,225.36044425366774,4.021808,56.034607,18.865702,0.019741,1.532,0,0,0,0,0,2.928148,1.644733,1.283415,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",45.69138154975,-11.01969741139,302.04464643864,26.39053394106,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999993,,,,,,,,,,,,,,,,,,,,,,,,,,,1094089594,115282985527056819,0.017136,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19541262+0604190 ",0.31075,8,311651052,1,0,,,,,,298.55264938082,6.07189463369,11.841036,9.175718,0.4699
"Gaia DR3 4318648891033584384",296.09437270448,15.98260846786,1636148068921376768,4318648891033584384,865925910,0.4952,0.4899,4.0001,0.8082,4.9493,6.903,-4.459,0.718,-5.269,0.77,0.1149,-0.1353,0.1575,0.0566,-0.0573,-0.0452,0.2962,0.1205,-0.3069,-0.1687,363,0,353,10,25.6724,1698.8458,4.771,29.232882,95,0,,2.0322,0.1276,-0.175,0.092,0.014,-0.034,-0.086,41,18,1.143974,47,47,0,0.29122773,47.57664,53,2,2.118,0.26617563,0.17175755,0.12216297,0.43504894,-96.373,-37.136,-36.327,44.084,0,379,246.12564,3.4113767,72.14848,19.709475,0.015299,33,136.76232221926244,4.2706656,32.023655,19.998627,0.034019,31,288.7784922545285,5.8549666,49.32197,18.596483,0.022335,1.729,0,0,0,0,0,1.402144,0.289152,1.112991,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",53.19131847818,-4.03282171608,301.77735849369,36.58736323274,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999996,,,,,,,,,,,,,,,,,,,,,,,,,,,1321284097,127172960943889607,0.034212,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.09439332108,15.9826318876,11.413486,12.182399,-0.1721
"Gaia DR3 4117057282353543808",266.82134448863,-21.8975049187,1636148068921376768,4117057282353543808,1054573957,2.6188,1.9805,4.0001,2.0856,1.918,2.359,1.725,2.527,-1.609,1.801,0.8087,-0.5642,-0.3429,-0.7358,-0.4965,-0.5149,-0.896,-0.1778,0.4332,0.5552,168,0,166,2,3.2385,232.8703,3.855,3.5777028,95,0,,1.9927,0.3637,-0.305,-0.097,0.114,-0.093,-0.045,19,10,4.521888,19,12,0,0.040006246,161.17105,0,0,1.184,0.35759062,0.68772274,0.29204643,0.37206757,-160.477,-14.015,-48.55,-21.062,0,165,91.71952,0.97191757,94.36965,20.781212,0.01183,0,,,,,,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",6.21603576039,3.32992867531,267.0498771629,1.5092303914,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343581582,81722668213883204,0.484665,1,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.82133622352,-21.89749776862,41.397522,30.602472,0.5901
"Gaia DR3 5382023209380969856",173.34008854314,-43.47131197876,1636148068921376768,5382023209380969856,819146356,0.4051,0.3884,4.0001,0.6488,6.1654,4.45,4.272,0.432,1.246,0.499,0.0283,-0.301,-0.4596,-0.0257,-0.0634,-0.063,0.2254,0.2966,-0.0148,-0.0028,500,0,493,7,37.2176,3137.7012,5.04,78.38699,95,0,,1.2266,0.0898,-0.107,0.044,-0.002,-0.068,-0.063,58,25,0.697954,64,24,0,0.16228007,102.773994,3,0,2.404,0.4596174,0.05870406,0.102347575,0.123409584,-69.609,-80.369,23.943,14.526,0,497,381.62066,1.9838245,192.36615,19.233288,0.006281,52,119.88391021693344,5.2514396,22.828772,20.14164,0.047642,56,499.24847349344384,6.323849,78.94693,18.002104,0.014263,1.622,0,0,0,0,0,2.139536,0.908352,1.231184,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",288.23066403739,17.16044903086,195.24467570796,-41.65922832888,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84242504,0.182293,1,0,8,,,,,,,,,,,,"J113321.64-432816.6",0.234121,8,131420100,1,0,,,,,,,"S5JB002148",0.307628,8,215469076,1,0,,,,,,"11332160-4328168 ",0.144957,8,122030670,1,0,,,,,,173.34006238192,-43.47131751624,7.104226,7.907863,0.0018
"Gaia DR3 162287503943633152 ",62.77914563938,25.72952505964,1636148068921376768,162287503943633152,957421106,0.9703,0.5045,4.0001,1.2814,3.1217,5.212,-0.36,1.362,5.2,1.086,0.5117,0.2398,-0.3243,-0.2344,0.0609,-0.1503,0.1774,0.1516,-0.4473,0.2801,324,0,324,0,4.8928,512.3681,2.912,3.6902237,95,0,,1.2011,0.1521,0.049,-0.147,-0.02,-0.192,-0.077,37,13,2.017879,40,10,0,0.029459758,154.7667,0,0,1.199,0.16144785,0.68391997,0.34074995,0.30202156,157.253,-16.271,43.55,-27.735,0,331,128.71816,0.69937605,184.04715,20.413267,0.006511,21,28.333507860502287,3.8121824,7.4323587,21.707792,0.146109,33,178.6567966164993,4.8877134,36.552223,19.117847,0.029943,1.608,0,1,0,0,0,2.589945,1.294525,1.29542,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",169.5747119023,-18.55782807856,65.58247817044,4.56831319307,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999996,,,,,,,,,,,,,,,,,,,,,,,,,,,1526425314,138870627791596042,0.04267,1,0,8,277744504,1237660760533762675,0.064407,1,0,8,,,,,,,,,,,,,,,,,"J041106.96+254345.8",0.539147,8,534126412,1,0,,,,,,,"NCG0021570",0.498676,8,706330669,1,0,,,,,,"04110701+2543463 ",0.341861,8,368593882,1,0,,,,,,62.77914741618,25.72950195068,22.126226,17.290899,0.2925
"Gaia DR3 4112054744975637504",256.37745044228,-25.69472924669,1636148068921376768,4112054744975637504,1249825887,1.8759,1.0223,4.0001,1.5068,2.6547,10.535,-8.809,2.054,-5.777,1.223,0.6653,-0.1058,-0.3842,-0.6767,-0.1966,-0.448,-0.6013,-0.3292,0.245,0.3694,146,0,145,1,0.2858,148.8791,0.0,0.0,95,0,,2.3253,0.2978,0.093,0.344,0.06,0.018,-0.133,17,11,3.192869,17,7,0,0.016649922,45.295776,0,0,1.015,0.34441218,0.62609947,0.40101504,0.32166496,-28.148,-11.281,-13.46,-28.605,0,145,98.48239,1.0762779,91.50276,20.70397,0.012181,14,38.510318457285926,5.545358,6.9446044,21.3746,0.156367,15,98.0056414452778,7.368934,13.299839,19.769768,0.081723,1.386,0,0,0,0,0,1.604832,0.67063,0.934202,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",357.72563570887,9.20192578101,257.73140413339,-2.83376740594,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999997,,,,,,,,,,,,,,,,,,,,,,,,,,,210491257,77162563775916387,0.153875,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.3774938917,-25.69470357185,33.632052,20.198065,0.4103
"Gaia DR3 6874235795953929856",303.89372720457,-16.43075560474,1636148068921376768,6874235795953929856,1649260909,0.2793,0.1854,4.0001,0.305,13.1167,26.794,23.575,0.343,-12.733,0.226,0.4201,0.1736,-0.4001,-0.2905,0.0378,-0.2609,-0.0244,-0.3886,-0.2378,0.4424,310,0,310,0,0.7172,342.2356,0.162,0.062593214,31,0,1.246,,,,,,,,35,18,0.530136,43,12,0,0.0140344985,31.732782,0,0,1.028,0.086078264,0.4608806,0.10522619,0.37942752,-174.084,-15.072,-49.876,37.278,0,342,405.10639,0.98737067,410.28806,19.168444,0.00382,35,65.19839481041652,6.3549824,10.259414,20.80295,0.105865,39,514.5356675348427,6.9400325,74.140236,17.969357,0.015124,1.431,0,1,0,1,0,2.833593,1.634506,1.199087,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",26.88991913405,-25.80899931944,302.39531931326,3.27821280997,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999967,,,,,,,,,,,,,,,,,,,,,,,,,,,519414952,88283038936793482,0.053665,1,0,40,,,,,,,297474393,0.158768,1,0,8,,,,,,,,,,,,"J201534.46-162550.5",0.277968,8,286507446,1,0,,,,,,,"SC4M011285",0.737851,8,426039829,1,0,,,,,,"20153447-1625507 ",0.236203,8,237111375,1,0,,,,,,303.89361796448,-16.43069901455,5.600651,3.619434,0.4606
